,en,zh
12127,How did you know I like Tom?,你怎么知道我喜欢汤姆？
25630,Please let me know as soon as it's decided.,决定好的话请第一时间告诉我。
14125,You should get your hair cut.,你该去理发店了。
13622,It's said that she loves him.,据说她爱他。
6296,My underpants are wet.,我的内裤是湿的。
3927,This is surprising.,这是令人吃惊的。
14387,His watch is ten minutes slow.,他的手表慢了十分钟。
27427,My sister has made remarkable progress in English.,我妹妹的英语有了明显的进步。
3606,I know the feeling.,我知道那种感觉。
21225,Tell Tom what Mary asked you to do.,把玛丽交代你去做的事告诉汤姆。
2330,I like red roses.,我喜欢红色的玫瑰。
11707,Tom will never do it again.,汤姆再也不做了。
2187,Drive cautiously.,安全地驾驶。
195,I was shy.,我害羞。
12356,I was absent from the party.,我没去派对。
21443,Tom doesn't have much energy today.,Tom今天没什么活力。
17186,He lives just around the corner.,他就住在拐角的地方。
15954,I don't like swimming in pools.,我不喜欢在泳池里游泳。
14638,I think it'll be hot tomorrow.,我觉得明天会很热。
2668,What do you need?,你需要什么?
16625,This couch is very comfortable.,这个沙发很舒服。
18452,He's in charge of the department.,他负责这个部门。
15195,They waited for him for hours.,他们等了他好几个小时。
2761,Deal us the cards.,发牌给我们。
2032,Tom wasn't hurt.,汤姆没受伤。
17028,"Could you write it down, please?",请你写下来好吗？
5103,How did your test go?,你的测验怎么样？
13652,My father's hobby is fishing.,我父亲的嗜好是钓鱼。
1637,Do you like rap?,你喜欢说唱音乐吗？
23936,The man and his wife helped each other.,这男人和他妻子互相帮助。
8312,The letter was finished.,信写完了。
11173,I need to go to the toilet.,我要去厕所。
27048,The majority of his income goes to pay his rent.,他的大部分收入付了租金。
3074,Look into my eyes.,看着我的眼睛。
7296,The boy had a red face.,这个男孩有一张红润的脸。
3278,We don't think so.,我们不这样认为。
8003,I thought he would come.,我以为他会来的。
21354,There is only one book on the desk.,桌子上只有一本书。
24617,Do I have to answer all of the questions?,我需要回答所有问题吗？
8326,The sum of 5 and 3 is 8.,五和三的总和是八。
23299,My uncle made me serve as interpreter.,我舅舅让我担任翻译。
13516,I'll show you to the station.,我会告诉你去车站的路。
7352,This boat has six oars.,这艘船有六个桨。
13450,I saw a man get hit by a car.,我看到有个男人被车撞了。
10751,What's become of your dog?,你的狗怎么了？
7829,He wants a book to read.,他想找本书来读。
16446,She waited for hours and hours.,她等了好几个小时。
7697,Do you think I'm joking?,你觉得我是在开玩笑吗？
14427,I am a student of this school.,我是这个学校的学生。
5668,What do you want now?,您现在想要什么？
24844,Soccer is the most popular of all sports.,足球是所有体育运动中最受欢迎的。
10659,Tom won't know what to do.,汤姆不会知道要做甚么。
17063,Do you think animals have souls?,你认为动物有灵魂吗？
18425,He used to be an imaginative boy.,他曾经是一个富有想象力的男孩。
8933,How about tomorrow night?,明晚怎么样？
5307,I'm poor at swimming.,我不擅长游泳。
25157,I need to complete it as soon as possible.,我需要尽快完成。
20025,It's great! You'll laugh for sure.,太棒了！你一定会笑的。
26348,Two hundred people died of cholera last year.,去年有两百人因霍乱死亡。
19642,He likes taking a walk by himself.,他喜欢独自一人散步。
12855,Tom is friendly to everyone.,汤姆对每个人都很友好。
18257,Do you really want Tom to suffer?,你真想让汤姆受苦吗？
21128,Safety is the most important thing.,安全是最重要的事情。
19296,We live in a three-bedroom house.,我们住在一栋有三间卧室的房子。
11035,How could things get worse?,事情是怎么变糟的？
20411,We have no reason to feel ashamed.,我们没理由害臊。
5488,That's a lot of cash.,那是很多钱。
16678,Tom goes to work by motorcycle.,汤姆骑摩托车上班。
8024,I will ask him tomorrow.,明天我会问他的。
10748,What you said is not true.,你说的不是真的。
28064,Fruits and vegetables are essential to a balanced diet.,蔬果对平衡饮食必不可少。
23248,I've heard that name somewhere before.,我在别处听过那个名字。
16873,Who else in Boston do you know?,你还认识波士顿的谁？
690,I don't know.,我一无所知。
12013,Have you washed the car yet?,你洗过车子了吗？
16986,Are you carrying a lot of money?,你身上有很多钱吗？
10103,I just finished breakfast.,我刚吃完了早饭。
1014,I've got wine.,我有酒。
869,You're sharp.,你很聪明。
1993,Tom adores Mary.,汤姆爱慕玛丽。
10626,Tom isn't watching TV now.,汤姆现在没在电视。
11949,Did you go to the book fair?,你去书展了吗？
14839,It's almost time to go to bed.,差不多是就寝的时间了。
14924,My uncle never writes letters.,我的叔叔从来不写信。
10558,This is atrocious weather.,恶劣的天气。
7610,You'd better go by bus.,你最好坐公共汽车去。
5283,I'm allergic to corn.,我玉米过敏。
4370,I don't want to eat.,我不想吃。
1361,I'm free today.,我今天有空。
17910,This has nothing to do with you.,跟你没半毛钱关系。
1629,Did Tom say who?,汤姆说是谁了吗？
12625,She has a lot of work to do.,她有很多事要做。
1551,Where do we go?,我们去哪儿？
20810,I don't remember where I bought it.,我记不起来我在哪里买的了。
28706,"As time went on, rules were added to the game to make it safer.",随着时间的推移，比赛增加了规则以使之更安全。
17721,She planted roses in the garden.,她在花园里种了玫瑰。
20285,They speak English in New Zealand.,他们在新西兰讲英语。
21425,Today is the hottest day this year.,今天是今年最热的一天。
8252,Show me another example.,再给我举个例子。
10442,She taught me how to swim.,她教我如何游泳。
14631,I support you whole-heartedly.,我全心全意地支持你。
24959,Tom is still sitting in the waiting room.,汤姆还在等候室里坐着。
5039,He doesn't like fish.,他不喜欢吃鱼。
18730,I'm sick and tired of hamburgers.,我吃腻了汉堡。
28118,Parents are responsible for their children's education.,父母承担教育子女的责任。
21869,I got the roller skates for nothing.,我免费得到溜冰鞋。
27488,Two men are checking on what's wrong with the car.,两个男人在检查汽车出了什么故障。
5694,Where are my glasses?,我的眼镜在哪里？
5119,I admire his courage.,我很佩服他的勇气。
21550,What language do you think this is?,你觉得这是哪种语言？
1134,Tom was drunk.,汤姆醉了。
10996,He is driving at top speed.,他全速驾驶着。
10278,Is your homework finished?,你的作业做完了吗？
10451,She was out when I called.,我给她打电话的时候她不在。
4017,We should break up.,我们分手吧。
10409,"Read it once more, please.",请再读一次。
2424,It's on the sofa.,它在沙发上。
4138,You must be joking.,你一定是开玩笑！
12048,He is giving me a hard time.,他跟我过不去。
859,What is this?,这是什么啊？
2962,I should be happy.,我该高兴。
2426,It's still early.,还早呢。
27008,It would be helpful if you could do that for me.,您那样做的话，可就帮到我了。
26889,You should set a good example to your children.,你应该给你的孩子们树立好的榜样。
17748,She was busy doing her homework.,她忙着做她的功课。
7674,Choose the one you like.,选喜欢的。
18163,You should keep your mouth shut.,你应该闭上你的嘴。
19874,I spilled my coffee on the carpet.,我把咖啡倒翻在地毯上了。
27902,Tom told me that he has no intention of marrying you.,Tom告诉我他们有想要娶你的想法。
18485,How many years did Tom work here?,汤姆在这里工作了几年？
18202,All I want now is a little sleep.,我现在只想睡点觉。
16753,We didn't know what to do next.,我们不知道下一步要做什么。
4937,Are those explosives?,那些是爆炸物吗？
10896,Could you stop saying that?,你能不说了吗？
5285,I'm an office worker.,我是个职员。
8367,This is a defibrillator.,这是一个除颤器。
23455,This rule doesn't apply to every case.,这条规则不是任何情况下都奏效的。
12905,"Tom, you'd better stay here.",汤姆，你留在这里比较好。
2093,Wolves scare me.,狼吓到了我。
26812,The space race was an exciting time in history.,太空跑步是历史上激动人心的时刻。
11336,It's just your imagination.,那只是你的想象。
11683,Tom says Mary wasn't tired.,汤姆说玛丽不累。
7817,He objected to our plan.,他反对我们的计划。
1920,"No, I didn't go.",不，我没去。
82,We know.,我们知道。
23715,I couldn't answer all of the questions.,我不能回答所有的问题。
23688,His sudden appearance surprised us all.,他的突然出现，让我们都感到惊讶。
17200,He placed the book on the shelf.,他把书放在了书架上。
13318,I am not good at mathematics.,我的数学不好。
25710,Tom bumped his head on the roof of the car.,汤姆把头撞到车顶了。
4396,I know you're upset.,我知道你难过。
8475,We bought a round table.,我们买了张圆桌。
22508,I don't care as long as you're happy.,只要你开心就行了。
20504,You don't have to work on Sundays.,你周日不必工作。
18845,My grandma gave me this necklace.,这条项链是我奶奶送给我的。
1813,I'm about ready.,我快好了。
1271,I am too short.,我太矮了。
15226,Tom admitted he'd killed Mary.,汤姆承认他杀死了玛丽。
2994,I wrote it myself.,我自己写了它。
27668,A beautiful woman was seated one row in front of me.,一个美丽的女人坐在我前面一排。
15674,He became more and more famous.,他越来越有名了。
15438,Would you lend me your pencil?,你可以借我你的铅笔吗?
22793,Their apples aren't as tasty as ours.,他们的苹果没有我们的好吃。
26789,She spent a good deal of money on her vacation.,她休假期间花了一大笔钱。
25711,Tom comes here three or four times a month.,汤姆一个月来这里三四次。
2642,We need to leave.,我们必须走了。
9280,It's my duty to help you.,帮助你是我的责任。
24949,Tom has admitted he was there that night.,汤姆承认他那晚是在那里。
18689,I wish you had told me the truth.,我希望你告诉我真相了。
25673,The prosecutor asked me a leading question.,检察官问了我一个引导性的问题。
21562,What's the last thing you remember?,你能记起来的最后一件事是什么？
4195,Do you keep a diary?,你记日记吗？
13032,Why don't you eat pineapple?,你为什么不吃菠萝？
23903,She walked slowly so she wouldn't slip.,她慢慢地走，这样她就不会滑倒了。
12768,They had a rest for a while.,他们休息了一会儿。
12360,"I was born on April 3, 1950.",我出生于1950年4月3日。
3849,That's a good idea!,真是个好主意！
28937,I've something interesting to tell you that you might find surprising.,我有有趣的事要告诉你，你可能会吃惊。
27992,Please have a seat and wait until your name is called.,请在被叫到名字之前坐在椅子上等候。
16194,I'm starting to agree with you.,我开始同意你的想法了。
15253,Tom has already gone to sleep.,汤姆已经睡了。
19233,Tom just got back from Australia.,汤姆刚从澳大利亚回来。
16193,"I'm sorry, but it's impossible.","我很抱歉, 但它是不可能的。"
3554,I can do it myself.,我可以自己做。
18579,I have no intention of resigning.,我一点也没有要辞职的意思。
13237,He is not what he used to be.,他不再是以前的那个他了。
2600,Tom is delighted.,汤姆兴奋不已。
25155,I keep the master copy under lock and key.,我妥善保管原版拷贝。
22547,I ran into Mary at a party last week.,上星期在一次派对中我遇到了玛丽。
1518,Tom's Canadian.,汤姆是加拿大人。
4117,You can't say that.,你不能这么说。
22693,Not everyone seems to agree with Tom.,似乎不是每个人都同意汤姆。
10825,You'll succeed if you try.,如果你尝试的话，你会成功的。
5755,You have to sit down.,你得坐下来。
5633,We can seat you soon.,我们很快就可以安排您入座。
8399,Tom doesn't like soccer.,汤姆不喜欢足球。
26452,"I bought the book for myself, not for my wife.",我给我自己买了书，不是给我妻子。
28146,The weather report says we'll get three inches of snow.,天气预报说会下三英寸雪。
13065,You should begin right away.,你应该立即开始。
7162,My cholesterol is high.,我的胆固醇很高。
22192,This pencil is better than that one.,这支铅笔比那只好。
20186,Tell her that I am cooking dinner.,告诉她我在做晚饭。
14256,Getting started was difficult.,开始很难。
11737,We have to go by the rules.,我们必须遵守规则。
15441,Would you like some more beer?,你想再喝些啤酒吗？
1988,This isn't good.,这不好。
7737,"From now on, try harder.",从现在起，更加努力。
16901,Would you like anything to eat?,您想吃点什么吗？
10561,This is smaller than that.,这个比那个更小。
22544,I managed to repair my car by myself.,我自己搞定，修好了我的车。
201,I'm right.,我是对的。
28779,Tom told Mary that she should stop pretending to be intoxicated.,汤姆告诉玛丽她应该停止假装醉酒。
22077,She helped him overcome his sadness.,她帮助他平抚了他的悲伤。
22745,So what will you do in the afternoon?,您下午做啥呢？
20840,I haven't yet finished my homework.,我还没做完作业。
19145,They made the novel into a drama.,他们把这本小说变成戏剧。
15166,There's a cat under the table.,桌子下面有一只猫。
22865,Tom doesn't need to worry about that.,汤姆不需要担心。
22295,We're having a party tomorrow night.,明天晚上我们有一个派对。
23580,You wouldn't believe me if I told you.,我告诉你，你也不会信。
22931,We'll find some other way to do that.,再想别的办法吧。
4855,Where have you been?,你一直在哪里？
24028,Tom said that he'd leave the door open.,汤姆说他打算让门开着。
27476,Tom has made up his mind to go to Boston to study.,汤姆已经下定决心要去波士顿念书。
22742,She's not as beautiful as her sister.,她不如她姊姊漂亮。
9741,Wouldn't you like to eat?,你不想吃饭吗？
12502,It's fun to speak in French.,说法语很有趣。
15950,I don't know when he will come.,我不知道他什么时候会来。
18822,Mary and I are in the same class.,Marie和我同班。
3765,Look at that house.,看那个房子。
25286,The opening ceremony took place yesterday.,昨天举办了开幕式。
13452,I should put on more clothes.,我应该多穿点衣服了。
6432,The fire has gone out.,火已经灭了。
7846,His parents ran a hotel.,他的父母经营一家酒店。
24636,Hardly anyone thinks that we are sisters.,几乎没有人认为我们是姐妹。
12253,I have to renew my passport.,我必须更新我的护照。
22724,She married again in her mid-forties.,她在四十多岁的时候再次结婚。
21205,Some people questioned his honesty.,有些人质疑他的诚实。
16402,She filled the glass with wine.,她在玻璃杯里装满了酒。
19944,I'll call you up tomorrow morning.,明天早上我会打电话给你。
20335,Tom goes for a walk every morning.,Tom每天早上去散步。
16433,She looks blue for some reason.,由于某些原因，她看起来很忧伤。
29011,We must take into account the wishes of all the family in planning a trip.,筹划旅行的时候，我们必须考虑到全家人的意愿。
887,Can you skate?,你会溜冰吗？
6261,Leave my camera alone.,别碰我的相机。
23620,Does Tom speak French better than Mary?,汤姆说法语比玛丽好吗？
6989,I prefer coffee to tea.,我喜欢咖啡胜过茶。
6043,I don't want any more.,我不想要了。
10808,You may use my dictionary.,你可以用我的字典。
19552,Einstein liked to play the violin.,爱因斯坦喜欢拉小提琴。
19333,What made you come here so early?,什么原因让你这么早来这里？
1424,My nose itches.,我的鼻子好痒。
16523,The city was destroyed by fire.,这个城市毁于火灾。
15924,I can't predict what'll happen.,我不能预言会发生甚么。
19581,He brought back several souvenirs.,他带回了一些纪念品。
21515,We enjoyed ourselves at the picnic.,我们在野餐玩得很开心。
112,Hurry up.,快点。
8160,May I borrow your knife?,我能借一下你的刀吗？
27193,I thought that Tom would want to know about that.,我本以为汤姆愿意了解这件事。
16199,I'm very glad to see you again.,我很高兴再次见到你。
4559,Love is like oxygen.,爱就像氧气。
20979,Is there someone who could help me?,有谁可以帮我吗？
25660,The church is in the middle of the village.,教堂在村子的中心位置。
11442,Please turn down the radio.,请把收音机关小声一点。
21074,My mother washes clothes every day.,我妈妈每天洗衣服。
11254,I'd like to get some sleep.,我想睡点觉。
26066,What I have in my hand is a fossil seashell.,在我手里的是一个贝壳化石。
8566,Where does she live now?,她现在住在哪儿？
16311,My father is far from artistic.,我父亲一点也不懂艺术。
19661,He seldom gives his wife presents.,他很少给他的妻子礼物。
10758,What's your favorite song?,你最喜欢的歌是什么？
20452,What you're saying makes no sense.,你说的话没有道理。
20792,I didn't think Tom would be scared.,我没想到汤姆会害怕。
17266,How about another cup of coffee?,要不要再来一杯咖啡？
19477,Bush followed Reagan as president.,布什继里根之后当上了总统。
16835,What is the name of this river?,这条河叫什么名字?
23646,He forgot that he bought her a present.,他忘记给她买过一个礼物了。
3731,It's about to rain.,天快要下雨了。
23640,He compared the copy with the original.,他比较了复印稿和原件。
27616,The physician prescribed his patient some medicine.,医生给他的病人开了一些药。
4986,Do you have a camera?,你有照相机吗？
20047,May I pay with a travelers' check?,我可以用旅行支票支付吗？
2763,Did you buy juice?,你买果汁了吗？
13794,The cat is watching the fish.,猫看着鱼。
28544,It was heartless of him to say such a thing to the sick man.,他对一个生病的男人说这种事真是没良心。
1855,Is Tom infected?,汤姆被感染了吗？
15599,Do you think Tom is having fun?,你认为汤姆玩得高兴吗？
12812,Three cubed is twenty-seven.,三的立方是二十七。
999,I'm a teacher.,我是个老师。
389,Tom is shy.,汤姆害羞。
11599,This car is easy to handle.,这辆车很容易操控。
6426,The cake is too sweet.,这个蛋糕太甜了。
17860,There's no need to get so angry.,没有必要这么生气。
18624,I remember meeting her somewhere.,我记得我在某个地方见过她。
10578,Tom and I are almost done.,汤姆和我要做完了。
27893,Tom could write his name when he was three years old.,汤姆三岁的时候就能写自己的名字了。
8112,It looks like an orange.,它看起来像橙子。
17376,I had a chance to travel abroad.,我有个到国外旅游的机会。
23416,There are many sights to see in Kyoto.,在京都，有很多的景点值得一看。
4997,Do you still like me?,你还喜欢我吗？
20306,This sofa takes up too much space.,这张沙发占了太多空间。
19356,Where does your grandfather live?,你爷爷住在哪里？
23255,Is there a souvenir shop in the hotel?,旅馆里面有纪念品商店吗?
14211,Do we have milk in the fridge?,我们冰箱里有牛奶吗？
27952,I didn't know who was going to meet me at the airport.,我不知道谁会在机场见我。
4796,We have enough food.,我们有足够的食物。
4769,Tom wanted to leave.,汤姆想离开。
17677,Say hello to your father for me.,代我向你父亲问好。
11065,I am playing the piano now.,我现在正在弹钢琴。
4173,Best of luck to you.,祝你好运。
18919,"She can speak English, of course.",她会讲英语，当然。
27882,The teacher demonstrated the idea with an experiment.,这位老师用试验论证了这个想法。
1907,Look behind you.,瞧你身后。
4946,Are you going or not?,你去还是不去？
8560,Where can I catch a bus?,我可以在哪里搭公交车？
6033,I don't like drinking.,我不喜欢喝酒。
7619,You're quite forgetful.,你很健忘。
1151,We'll be busy.,我们会很忙。
17951,Tom finally did something right.,汤姆最终做了点正确的事。
19555,Every door in the house is locked.,这房子里的每一扇门都被锁上了。
29060,"I returned the books I borrowed from the library, and I borrowed some new ones.",我还了从图书馆借的书，又借了些新的。
9689,What you said is baloney.,你说的东西是胡扯。
7106,It may not be possible.,不太可能。
27443,Some people say Japan is a male-dominated society.,有些人说日本是个男性统治的社会。
20544,Almost nobody thinks we're sisters.,几乎没有人认为我们是姐妹。
4287,He should have come.,他本该来的。
2230,He left the room.,他走出了房间。
174,Grab this.,抓住这个。
18287,Every one of his songs was a hit.,他的每首歌都长期备受欢迎。
8752,Do you have a cell phone?,你有手机吗？
24126,China is twenty times as large as Japan.,中国是日本的20倍大。
3408,Are you busy today?,你今天忙吗？
1538,We were robbed.,我们被偷了。
2292,I could see that.,我能看见。
9523,This is a friend of mine.,这个是我的朋友。
1363,I'm not famous.,我没名气。
4357,I couldn't hear you.,我听不见你。
21644,You've got a big hole in your sock.,你的袜子上有个大洞。
18504,I bought a camera for 30 dollars.,我花30美元买了一台照相机。
18908,She and I are brother and sister.,她和我是姐弟。
680,I am curious.,我很好奇。
13050,"You go to school, don't you?",你去上学，不是吗?
25968,She acknowledged that my statement was true.,她承认我的声明是真实的。
3664,I'd better go home.,我回家比较好。
18045,We'll be late if we don't hurry.,再不快点就迟到了噢。
508,I'm healthy.,我身体很好。
166,Feel this.,来感受一下这个。
13689,Permit me to do that for you.,请允许我为你做。
26566,The meeting has been postponed until tomorrow.,会议已经被延迟到明天了。
28326,Tom doesn't have any friends who are willing to help him.,汤姆没有愿意帮助他的朋友。
23749,I like red wine better than white wine.,我喜欢红葡萄酒胜过白葡萄酒。
1914,"Mom, I'm hungry.",妈妈，我肚子饿了。
7263,Tell me which you want.,告诉我你想要哪个。
28634,This novel is more interesting than the one I read last week.,这本小说比我上周看的那本有意思。
28795,I crossed the equator for the first time on my trip to Australia.,我去澳大利亚旅游的时候第一次穿越了赤道。
23745,I hope that Tom has learned his lesson.,我希望汤姆已经吸取教训了。
10728,Were you expecting to win?,你打算赢吗？
1104,They are here.,他们在这里。
12067,He may be on the next train.,他可能在下一班火车上。
2610,Tom likes cheese.,汤姆喜欢芝士。
9944,He is proficient in Farsi.,他精通波斯语。
5310,I'm sorry to hear it.,我听了感到抱歉。
25369,Tom was trying hard not to laugh out loud.,汤姆拼命地忍住笑声。
11108,I don't think she is happy.,我觉得她不开心。
11156,I know that she is Spanish.,我知道她是西班牙人。
22138,The matter has not been settled yet.,问题还没有解决。
152,Am I dead?,我死了吗？
13422,"I know that you're busy, too.",我知道，您也很忙。
26027,This factory produces 500 automobiles a day.,这家工厂每天生产500辆车。
22063,Shakespeare is the name of a writer.,莎士比亚是一位作家的名字。
2832,He is just my age.,他和我同岁。
29004,You seem to be prejudiced against ideas that come from foreign countries.,你似乎对来自国外的想法有偏见。
24527,We could see the sunset from the window.,我们能从窗户看到日落。
3551,I ate french fries.,我吃了炸薯条。
20106,Put away your books and notebooks.,把你的书和笔记本收起来。
25422,A true gentleman never betrays his friends.,一个真正的绅士不会出卖他的朋友。
26983,I'll wait for you in front of the radio station.,我会在电台前等你。
12541,My blood type is A positive.,我的血型是A型血阳性。
4538,It's as cold as ice.,它冷得像冰一样。
14367,He's a friend of my brother's.,他是我弟弟的一个朋友。
26483,I remember my mother teaching me the alphabet.,我记得我母亲教我认字。
10014,I am hers and she is mine.,我是她的，而她是我的。
12278,I lent my friend some money.,我借给了朋友一些钱。
27076,Tom didn't come home last night. I hope he's OK.,昨晚汤姆没有回家，希望他没事。
15088,That novel isn't for children.,那本小说不适合儿童。
18375,He lives by himself in the woods.,他独自住在森林里。
27705,I plan to spend the New Year's holiday in Australia.,我打算在澳大利亚过新年。
5141,I can't believe that.,我不能相信。
11814,Who organized that meeting?,谁组织了这次会议？
20195,That is the office where he works.,那是他工作的办公室。
27234,My train left at 7 and arrived in New York at 10.,我乘的火车7点出发，10点到了纽约。
3450,Don't be terrified.,别被吓坏了。
20975,Is it true Tom can't read or write?,汤姆真的不会读也不会写吗？
23736,I graduated from high school last year.,去年我从高中毕业了。
16589,There's no need to hail a taxi.,没必要叫出租车。
23064,Everyone knows Tom speaks good French.,每个人都知道汤姆的法语很好。
13156,Do you know how to cook meat?,你知道怎么煮肉吗?
2749,"Champagne, please.",给我香槟，谢谢。
18233,Could you exchange rooms with me?,可以跟我交换房间吗?
27787,Tom sits in front of his computer eight hours a day.,汤姆每天都花八个小时看电脑。
19624,He is capable of teaching Spanish.,他有能力教授西班牙文。
12707,That’s actually the truth.,这倒是事实。
20466,Where's the nearest travel agency?,最近的旅行社在哪里？
19493,Come and see me whenever you like.,你随时都可以来看我。
13131,Could I have a cup of coffee?,劳驾，来一杯咖啡。
12251,I have to ask you something.,我得问你点事。
10179,I want you out of my room.,我想让你离开我的房间。
22318,Who is that woman in the brown coat?,那个穿棕色大衣的女人是谁？
5810,Are you satisfied now?,你高兴了吗？
5634,We can't sit idly by.,我们不能光坐着。
20691,"He seldom, if ever, goes to church.",他很少，如果有的话，去教堂。
11580,There was complete silence.,一片寂静无声。
19540,Do you want to eat garbanzo beans?,你想吃鹰嘴豆吗？
13926,Tom hasn't given us anything.,汤姆什么也没给我们。
22918,We have absolutely nothing in common.,我们完全没有共同点。
27897,"Tom is already here, but Mary hasn't gotten here yet.",汤姆已经在这里了，但玛丽还没到。
1380,Is he Japanese?,他是日本人吗？
27115,You look like you've just lost your best friend.,你看上去就像是刚刚失去了自己最好的朋友似的。
14901,My father told me where to go.,我爸爸告诉我去哪儿。
3832,Somebody's in here.,这里有人
27244,She followed him home to find out where he lived.,她跟他到家以得知他住哪。
4776,Tom went home alone.,汤姆一个人回家了。
24381,She was in the United States last month.,她上个月在美国。
4276,He likes adventures.,他喜欢冒险。
4958,Can we stop fighting?,我们能不打了吗？
28573,"Shall I have him call you when he gets back? ""Yes, please.""",“等他回来，我要让他给你打电话吗？”“是的，谢谢。”
25651,Subtract three from eight and you get five.,八减去三就能得到五。
16662,Tom apologized for what he did.,汤姆为他所做的事道歉。
23155,I have no idea what I'm going to wear.,我不知道穿甚么好。
7415,Tom is quite sarcastic.,汤姆真会挖苦人。
3252,Tom misses Boston.,汤姆想念波士顿了。
24675,I agree with what you say to some extent.,在某种程度上，我认同你所说的。
16673,Tom doesn't know how bad it is.,汤姆不知道它有多坏。
19459,All the apple trees were cut down.,所有苹果树都被砍倒了。
26324,Tom has lost his interest in studying French.,汤姆已经对学法语不感兴趣了。
26899,About how long will it take to get there by bus?,搭公交车到那里大约要花多久的时间？
26332,Tom made a list of places he wanted to visit.,汤姆列了他想去的地方的名单。
14300,He is able to play the guitar.,他会弹吉他。
15523,An ugly man knocked on my door.,一个丑男人敲了我的门。
14270,He asked his friends for help.,他寻求他的朋友的帮助。
12327,I think he will do his best.,我认为他会尽力而为。
11546,The building has 20 floors.,大楼有20层。
15639,Everyone except me was invited.,除了我，每个人都受到了邀请。
15042,She was often late for school.,她经常上学迟到。
14208,Did you visit the Tokyo Tower?,您参观过东京塔吗？
2468,Nobody likes war.,没有人喜欢战争。
26057,We had a lecture on environmental pollution.,我们有一节关于环境污染的讲座。
16654,Those two are quarreling again.,他们俩又在吵架了。
20954,I'm not used to speaking in public.,我不习惯在公众场合说话。
11757,What are you doing tonight?,你今晚在做什么？
13869,This car runs on natural gas.,这辆车靠天然气驱动。
16998,Aren't you the one who saved me?,你不是救过我的人吗？
9583,Tom repaired his bicycle.,汤姆修好了他的自行车。
6696,You've got to wake up.,你必须醒醒。
20700,He talks as if he knows everything.,他说起话来好像他什么都知道。
3180,This book will do.,这本书就行了。
15089,That really whets my appetite.,那很开胃。
17806,The old man is blind in one eye.,这个老人一只眼看不见了。
8275,That isn't your problem.,不是你的问题。
9065,I heard an unusual sound.,我听到一个不寻常的声音。
11030,He's watching the Olympics.,他在看奥运会。
25954,My son always gets sick when he rides a bus.,我的儿子每次乘坐公交车都会晕车。
4557,Let's play baseball.,我们去打棒球吧。
7812,He neglected his duties.,他玩忽职守了。
12839,Tom had a drink in his hand.,汤姆手里拿着饮料。
6297,My underwear is dirty.,我的内衣脏了
28943,"Rather than live a hundred years as a rabbit, live one day as a tiger.",宁可当只老虎活一天，也不愿当只兔子过一百年。
24988,We arrived here at six yesterday evening.,昨天晚上六点钟我们来到了这里。
14534,I had a good sleep last night.,我昨晚睡得很好。
28714,Go straight down this street and turn right at the third light.,沿着这条路直走，到第三个红绿灯的地方右转。
1132,Tom overslept.,汤姆睡过头了。
10642,Tom promised to try again.,汤姆答应再试一次。
10521,Their wedding is tomorrow.,他们明天举行婚礼。
22626,"If you're wrong, then I'm wrong, too.",如果你错了，那么我也错了。
25434,Are you sure you and Tom have enough water?,你确定你和汤姆有足够的水吗？
28561,Tom doesn't quite get it. Could you explain it to him again?,汤姆不大明白。你能再跟他解释一遍吗？
2871,I am a translator.,我是个翻译。
23807,I'm going to get rid of all this stuff.,我要摆脱这一切。
12996,Where are those people from?,那些人从哪来的？
19164,This desk takes up too much room.,这张桌子太占空间了。
1772,I need you here.,我需要你在这里。
10593,Tom didn't get much sleep.,汤姆没怎么睡。
21904,I saw an old woman cross the street.,我看见一个老太太穿过了马路。
1913,Merry Christmas!,圣诞快乐。
14212,Do you go to a private school?,你在私立学校读书吗？
25276,The children haven't studied division yet.,孩子们还没上过除法。
9256,Is there an app for that?,有它的应用吗？
20170,She's concerned about your safety.,她担心你的安全。
12602,Send for the doctor at once.,立刻派人去请医生来。
25176,I'll never forget how helpful you've been.,我永远不会忘记您的帮助。
14188,Can you teach me how to steal?,你能教我偷东西吗?
15417,Where will the bus pick us up?,巴士会在哪里接我们？
18545,I don't like the taste of onions.,我不喜欢洋葱的味道。
19392,Would you please shut the window?,能不能请你把窗关了?
1105,They can wait.,他们等得了。
25077,Do you have any idea what's been going on?,你知道现在正在发生甚么吗？
17076,Don't go out after it gets dark.,天黑以后不要出门。
25848,Her success made her the target of jealousy.,她的成功让她成为嫉妒心的靶子。
4956,Can he speak English?,他说英语吗？
8307,The hawk caught a mouse.,这只鹰抓到一只老鼠。
28310,No other mountain in the world is so high as Mt. Everest.,世界上任何山峰都达不到珠穆朗玛峰的高度。
20753,How do you come to that conclusion?,你们怎么得出这个结论的？
19149,They were buried in a mass grave.,他们被埋在一座大坟墓里。
20313,"To put it briefly, I do not agree.",简而言之，我不同意。
25513,I don't like to leave things up in the air.,我不喜欢让事情悬而未决。
3696,I'm not interested.,我不感兴趣。
7778,He got tired of reading.,他厌倦了读书。
24813,My parents won't let me go out with boys.,我父母不让我和男生约会。
628,Are you free?,你有空吗?
2451,My cat looks sad.,我的猫看上去很悲伤。
24667,Her grandmother lived to be 88 years old.,她的祖母活到了88岁。
20208,The bus stop is across the street.,公车站牌就在街对面。
27652,We all wondered why she had dumped such a nice man.,我们都想知道她为什么甩了这么好的一个男人。
